"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"y1_d006_MCJ_RZQ",1,"1",1,54153,1,1
"y1_d006_MCJ_RZQ",1,"1",1,54615,2,2
"y1_d006_MCJ_RZQ",1,"1",1,54615,0,5
"y1_d006_MCJ_RZQ",2,"1",2,68277,1,1
"y1_d006_MCJ_RZQ",2,"1",2,68706,10,4
"y1_d006_MCJ_RZQ",2,"1",2,68904,0,5
"y1_d006_MCJ_RZQ",3,"1",3,86658,1,1
"y1_d006_MCJ_RZQ",3,"1",3,87120,2,2
"y1_d006_MCJ_RZQ",3,"1",3,87120,0,5
"y1_d006_MCJ_RZQ",4,"1",4,105897,1,1
"y1_d006_MCJ_RZQ",4,"1",4,106293,10,4
"y1_d006_MCJ_RZQ",4,"1",4,106425,0,5
"y1_d006_MCJ_RZQ",5,"1",5,124872,1,1
"y1_d006_MCJ_RZQ",5,"1",5,125400,2,2
"y1_d006_MCJ_RZQ",5,"1",5,127743,2,3
"y1_d006_MCJ_RZQ",5,"1",5,128535,3,2
"y1_d006_MCJ_RZQ",5,"1",5,128700,0,5
"y1_d006_MCJ_RZQ",6,"2",6,161304,1,1
"y1_d006_MCJ_RZQ",6,"2",6,161799,2,2
"y1_d006_MCJ_RZQ",6,"2",6,161799,0,5
"y1_d006_MCJ_RZQ",7,"2",7,179256,1,1
"y1_d006_MCJ_RZQ",7,"2",7,179751,2,2
"y1_d006_MCJ_RZQ",7,"2",7,179751,0,5
"y1_d006_MCJ_RZQ",8,"2",8,198660,1,1
"y1_d006_MCJ_RZQ",8,"2",8,199188,2,2
"y1_d006_MCJ_RZQ",8,"2",8,199188,0,5
"y1_d006_MCJ_RZQ",9,"2",9,223971,1,1
"y1_d006_MCJ_RZQ",9,"2",9,224499,2,2
"y1_d006_MCJ_RZQ",9,"2",9,224499,0,5
"y1_d006_MCJ_RZQ",10,"2",10,241659,1,1
"y1_d006_MCJ_RZQ",10,"2",10,242121,2,2
"y1_d006_MCJ_RZQ",10,"2",10,242121,0,5
"y1_d006_MCJ_RZQ",11,"2",11,264231,1,1
"y1_d006_MCJ_RZQ",11,"2",11,264693,2,2
"y1_d006_MCJ_RZQ",11,"2",11,264693,0,5
"y1_d006_MCJ_RZQ",12,"3",12,298485,1,1
"y1_d006_MCJ_RZQ",12,"3",12,298881,10,4
"y1_d006_MCJ_RZQ",12,"3",12,299046,255,16
"y1_d006_MCJ_RZQ",12,"3",12,299706,255,16
"y1_d006_MCJ_RZQ",12,"3",12,300300,255,16
"y1_d006_MCJ_RZQ",12,"3",12,300663,255,16
"y1_d006_MCJ_RZQ",12,"3",12,300762,4,2
"y1_d006_MCJ_RZQ",12,"3",12,302049,4,3
"y1_d006_MCJ_RZQ",12,"3",12,302940,3,2
"y1_d006_MCJ_RZQ",12,"3",12,303204,0,5
"y1_d006_MCJ_RZQ",13,"4",13,447876,1,1
"y1_d006_MCJ_RZQ",13,"4",13,448338,2,2
"y1_d006_MCJ_RZQ",13,"4",13,448338,0,5
"y1_d006_MCJ_RZQ",14,"4",14,459822,1,1
"y1_d006_MCJ_RZQ",14,"4",14,460251,10,4
"y1_d006_MCJ_RZQ",14,"4",14,463386,255,11
