game_str,play_id,timestamp,player_position,position,play_type,home_team,away_team,top_bottom_inning,pitcher,catcher,first_base,second_base,third_base,shortstop,left_field,center_field,right_field,batter,first_baserunner,second_baserunner,third_baserunner,field_x_7,field_y_7,field_x_8,field_y_8,field_x_9,field_y_9,field_x_10,field_y_10,field_x_11,field_y_11,field_x_12,field_y_12,ball_position_x,ball_position_y,ball_position_z,hist_as,asplus,runner_id,from_base,to_base,attempted,was_safe,runner_x,runner_y,runner_dist_to_base,fielder_x,fielder_y,fielder_dist_to_base,baserunner_player_id,player_id,num_appearances,peak_speed_ft_per_s,pct90_speed_ft_per_s,safe_probability
y1_d001_CGA_QEA,108,4098455,8,center field,ball acquired,QEA,CGA,top,QEA-0404,QEA-0071,QEA-0263,QEA-0365,QEA-0180,QEA-0027,QEA-0249,QEA-0235,QEA-0252,CGA-1824,CGA-1929,CGA-1592,CGA-2010,-110.8791,230.5518,94.4808,338.481,65.4084,291.4254,35.7615,110.5899,-44.5356,100.8936,-62.0019,65.0769,95.3448,339.444,0.0,0.10261923559053358,114.20073308224296,10,Home,2B,True,True,35.7615,110.5899,39.346871086021565,94.4808,338.481,231.62649876393675,CGA-1824,CGA-1824,7.0,28.32221036236402,27.656672268632175,0.9969475174274867
y1_d001_CGA_QEA,114,4231155,9,right field,ball acquired,QEA,CGA,top,QEA-0404,QEA-0071,QEA-0263,QEA-0365,QEA-0180,QEA-0027,QEA-0249,QEA-0235,QEA-0252,CGA-1353,CGA-1824,CGA-1929,CGA-1592,-121.0008,236.3949,28.4658,327.723,139.5966,299.0814,61.1802,61.2882,,,,,138.1734,295.9152,5.19453,0.10236696419942282,107.93189898995115,10,Home,2B,True,True,61.1802,61.2882,89.78339229100223,139.5966,299.0814,221.58343565691004,CGA-1353,CGA-1353,3.0,23.617301564742743,22.445862789397815,0.9783681939764498
y1_d001_CGA_QEA,216,8333280,9,right field,ball acquired,QEA,CGA,top,QEA-0152,QEA-0071,QEA-0263,QEA-0365,QEA-0180,QEA-0027,QEA-0249,QEA-0235,QEA-0252,CGA-1929,CGA-1592,CGA-1547,NA,-119.2062,233.3106,-29.9289,274.1229,188.1207,245.4093,56.9868,46.3326,,,-50.5641,38.5989,188.0088,246.3627,0.0,0.10236696419942282,107.93189898995115,10,Home,2B,True,True,56.9868,46.3326,98.76601033250255,188.1207,245.4093,222.28396274805792,CGA-1929,CGA-1929,3.0,28.40585473190342,27.655517283340323,0.8125068059304202
y1_d002_CGA_QEA,92,3087421,7,left field,ball acquired,QEA,CGA,bottom,CGA-2074,CGA-1127,CGA-1592,CGA-1824,CGA-1198,CGA-2010,CGA-1353,CGA-1458,CGA-1547,QEA-0252,QEA-0235,QEA-0120,NA,-200.5506,236.1,-61.6011,276.9882,113.8962,207.5649,57.1884,47.2554,-6.3957,122.2593,-57.114,67.5888,-201.4455,237.1629,0.0,0.08554948859581754,94.42884199522229,10,Home,2B,True,True,57.1884,47.2554,98.13110782886332,-200.5506,236.1,228.30539450560514,QEA-0252,QEA-0252,27.0,28.366511656705335,24.333188613001557,0.9283052832405257
y1_d003_CGA_QEA,92,3994106,9,right field,ball acquired,QEA,CGA,bottom,CGA-1302,CGA-1503,CGA-1592,CGA-1458,CGA-1166,CGA-2010,CGA-1824,CGA-1547,CGA-1198,QEA-0249,QEA-0365,NA,NA,-136.9167,241.8789,51.5217,335.9463,69.6903,327.1002,59.493,72.1209,,,,,67.7784,325.818,0.01180785,0.09482149395352822,99.97623732917319,10,Home,2B,True,True,59.493,72.1209,80.93906761144459,69.6903,327.1002,211.88871596696694,QEA-0249,QEA-0249,49.0,27.62757977999521,26.671593663138527,0.9583507305788567
y1_d004_CGA_QEA,92,3920861,9,right field,ball acquired,QEA,CGA,bottom,CGA-2438,CGA-2223,CGA-1166,CGA-1458,CGA-1824,CGA-2010,CGA-1353,CGA-1547,CGA-1929,QEA-0235,QEA-0365,NA,NA,-125.0214,217.6017,3.3627,273.0165,224.6556,255.6384,53.9886,88.7427,,,,,225.5586,255.3573,0.0,0.09482149395352822,99.97623732917319,10,Home,2B,True,True,53.9886,88.7427,66.16940330129931,224.6556,255.6384,258.8783045485272,QEA-0235,QEA-0235,23.0,29.81865042217706,29.05127112568719,0.962880179578823
y1_d004_CGA_QEA,236,9731624,9,right field,ball acquired,QEA,CGA,top,QEA-0152,QEA-0120,QEA-0263,QEA-0365,QEA-0180,QEA-0027,QEA-0364,QEA-0252,QEA-0249,CGA-1547,NA,CGA-1458,NA,-114.1371,235.7613,42.2367,294.6981,181.1247,259.7259,60.5856,70.0017,,,,,182.0526,260.3073,-0.2835,0.10236696419942282,107.93189898995115,10,Home,2B,True,True,60.5856,70.0017,83.18305795202531,181.1247,259.7259,224.5491515924743,CGA-1547,CGA-1547,6.0,27.34332950026386,27.269033561964605,0.9385243456702748
y1_d005_JJS_YJD,99,3535762,7,left field,ball acquired,YJD,JJS,bottom,JJS-1534,JJS-1834,JJS-2517,JJS-2187,JJS-1938,JJS-2335,JJS-2238,JJS-1625,JJS-2128,YJD-0281,NA,YJD-0345,NA,-212.049,216.5901,-2.343,276.1125,111.1806,211.7007,60.5295,59.6838,,,,,-203.2635,215.3346,-0.544536,0.08748800609514326,96.56856212275734,10,Home,2B,True,False,60.5295,59.6838,90.52784738791705,-212.049,216.5901,230.19809820893397,YJD-0281,YJD-0281,16.0,26.801666863275496,26.44255914518328,0.9190678099700385
y1_d006_JJS_YJD,50,1572603,9,right field,ball acquired,YJD,JJS,bottom,JJS-2194,JJS-1834,JJS-2517,JJS-2187,JJS-1938,JJS-2335,JJS-2238,JJS-1890,JJS-2128,YJD-0172,YJD-0185,NA,NA,-95.5704,171.9708,91.371,353.2551,105.7437,351.3327,49.5507,98.8407,,,-14.7678,8.1303,105.9429,355.032,-0.5784,0.1026200624172649,108.1987562861141,10,Home,2B,True,True,49.5507,98.8407,56.9931403502211,105.7437,351.3327,248.00582730851303,YJD-0172,YJD-0172,32.0,28.553753071006273,25.88435971988483,0.9932929196480125
y1_d006_JJS_YJD,163,5334253,7,left field,ball acquired,YJD,JJS,top,YJD-0362,YJD-0007,YJD-0223,YJD-0025,YJD-0172,YJD-0066,YJD-0185,YJD-0338,YJD-0327,JJS-1625,JJS-2128,NA,NA,-176.7309,174.654,-37.7355,267.3633,128.8443,216.927,60.7098,66.8736,-21.8871,125.7783,,,-177.6936,174.4893,0.0,0.10638346722990431,117.42522115377866,10,Home,2B,True,True,60.7098,66.8736,85.44509226983139,-176.7309,174.654,183.04293138717483,JJS-1625,,,,26.05839904562942,0.9578522821970273
y1_d007_JJS_YJD,80,2549509,9,right field,ball acquired,YJD,JJS,bottom,JJS-2229,JJS-2059,JJS-2517,JJS-1110,JJS-1116,JJS-2187,JJS-2238,JJS-1890,JJS-2128,YJD-0345,YJD-0020,YJD-0066,YJD-0223,-99.5421,227.9772,52.233,264.8706,134.7999,176.0658,59.2059,79.5804,,,,,131.589,178.164,4.95888,0.1026200624172649,108.1987562861141,10,Home,2B,True,True,59.2059,79.5804,75.85484202719033,134.7999,176.0658,143.4519632826613,YJD-0345,YJD-0345,141.0,30.29178295214727,28.29335863307854,0.9633883195168894
y1_d007_JJS_YJD,84,2750959,9,right field,ball acquired,YJD,JJS,bottom,JJS-2229,JJS-2059,JJS-2517,JJS-1110,JJS-1116,JJS-2187,JJS-2238,JJS-1890,JJS-2128,YJD-0327,YJD-0020,NA,YJD-0066,-127.1385,242.7165,16.0128,308.9991,192.2142,196.1796,55.7283,90.6105,,,,,194.0328,196.218,0.0,0.1026200624172649,108.1987562861141,10,Home,2B,True,True,55.7283,90.6105,66.55703667637253,192.2142,196.1796,204.28439915421833,YJD-0327,YJD-0327,66.0,29.870568131858487,27.406927956210502,0.9817622427849997
y1_d007_JJS_YJD,131,4358159,8,center field,ball acquired,YJD,JJS,bottom,JJS-2460,JJS-2059,JJS-2517,JJS-1110,JJS-1116,JJS-2187,JJS-2238,JJS-1890,JJS-2128,YJD-0327,YJD-0345,NA,NA,-82.1562,249.7893,57.3282,261.4971,69.3783,290.6739,56.9496,84.9387,-32.9763,108.4914,,,56.9808,261.1848,-0.2889333,0.09093467164571893,101.19746171147793,10,Home,2B,True,True,56.9496,84.9387,70.79837496616712,57.3282,261.4971,146.20530915001,YJD-0327,YJD-0327,66.0,29.870568131858487,27.406927956210502,0.9804675102072835
y1_d007_JJS_YJD,138,4580559,7,left field,ball acquired,YJD,JJS,bottom,JJS-2460,JJS-2059,JJS-2517,JJS-1110,JJS-1116,JJS-2187,JJS-2238,JJS-1890,JJS-2128,YJD-0281,YJD-0338,YJD-0327,NA,-177.1077,164.622,-35.862,243.0036,75.3756,181.8279,44.7279,94.434,-50.3682,95.2128,,,-176.5137,163.5921,0.0,0.08748800609514326,96.56856212275734,10,Home,2B,True,True,44.7279,94.434,55.32747413726746,-177.1077,164.622,181.05952690562845,YJD-0281,YJD-0281,16.0,26.801666863275496,26.44255914518328,0.9946112949197556
y1_d007_JJS_YJD,179,6122609,9,right field,ball acquired,YJD,JJS,bottom,JJS-2460,JJS-2059,JJS-2517,JJS-1110,JJS-1116,JJS-2187,JJS-2238,JJS-1890,JJS-2128,YJD-0223,NA,YJD-0185,NA,-93.7746,255.3978,68.0577,329.1822,91.0401,308.8788,57.4989,48.6741,-10.7091,124.4847,,,89.4555,305.895,-0.402426,0.1026200624172649,108.1987562861141,10,Home,2B,True,True,57.4989,48.6741,97.16516923270396,91.0401,308.8788,203.39173458488918,YJD-0223,YJD-0223,39.0,26.820608951735768,24.57902821740516,0.9344049961227808
