"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"y2_d071_XFE_RZQ",1,"1",1,14479,1,1
"y2_d071_XFE_RZQ",1,"1",1,14979,2,2
"y2_d071_XFE_RZQ",1,"1",1,14979,0,5
"y2_d071_XFE_RZQ",2,"1",2,28229,1,1
"y2_d071_XFE_RZQ",2,"1",2,28729,2,2
"y2_d071_XFE_RZQ",2,"1",2,28729,0,5
"y2_d071_XFE_RZQ",3,"1",3,43979,1,1
"y2_d071_XFE_RZQ",3,"1",3,44479,2,2
"y2_d071_XFE_RZQ",3,"1",3,44479,0,5
"y2_d071_XFE_RZQ",4,"1",4,60479,1,1
"y2_d071_XFE_RZQ",4,"1",4,60929,2,2
"y2_d071_XFE_RZQ",4,"1",4,60929,0,5
"y2_d071_XFE_RZQ",5,"1",5,75429,1,1
"y2_d071_XFE_RZQ",5,"1",5,75929,2,2
"y2_d071_XFE_RZQ",5,"1",5,75929,0,5
"y2_d071_XFE_RZQ",6,"2",6,109379,1,1
"y2_d071_XFE_RZQ",6,"2",6,109979,2,2
"y2_d071_XFE_RZQ",6,"2",6,109979,0,5
"y2_d071_XFE_RZQ",7,"2",7,129829,1,1
"y2_d071_XFE_RZQ",7,"2",7,130429,2,2
"y2_d071_XFE_RZQ",7,"2",7,130429,0,5
"y2_d071_XFE_RZQ",8,"2",8,147229,1,6
"y2_d071_XFE_RZQ",8,"2",8,147829,3,2
"y2_d071_XFE_RZQ",8,"2",8,148529,0,5
"y2_d071_XFE_RZQ",9,"2",9,170129,1,1
"y2_d071_XFE_RZQ",9,"2",9,170579,2,2
"y2_d071_XFE_RZQ",9,"2",9,170579,0,5
"y2_d071_XFE_RZQ",10,"2",10,187129,1,6
"y2_d071_XFE_RZQ",10,"2",10,187679,3,2
"y2_d071_XFE_RZQ",10,"2",10,187679,0,5
"y2_d071_XFE_RZQ",11,"2",11,210629,1,1
"y2_d071_XFE_RZQ",11,"2",11,211179,2,9
"y2_d071_XFE_RZQ",11,"2",11,211479,255,16
"y2_d071_XFE_RZQ",11,"2",11,214379,2,2
"y2_d071_XFE_RZQ",11,"2",11,214429,0,5
"y2_d071_XFE_RZQ",12,"3",12,250629,1,1
"y2_d071_XFE_RZQ",12,"3",12,251079,2,2
"y2_d071_XFE_RZQ",12,"3",12,251079,0,5
"y2_d071_XFE_RZQ",13,"3",13,275879,1,1
"y2_d071_XFE_RZQ",13,"3",13,276429,2,2
"y2_d071_XFE_RZQ",13,"3",13,276429,0,5
"y2_d071_XFE_RZQ",14,"3",14,299679,1,1
"y2_d071_XFE_RZQ",14,"3",14,300129,2,2
"y2_d071_XFE_RZQ",14,"3",14,300679,2,3
"y2_d071_XFE_RZQ",14,"3",14,301529,5,2
"y2_d071_XFE_RZQ",14,"3",14,302529,0,5
"y2_d071_XFE_RZQ",15,"3",15,334029,1,1
"y2_d071_XFE_RZQ",15,"3",15,334479,2,2
"y2_d071_XFE_RZQ",15,"3",15,334479,0,5
"y2_d071_XFE_RZQ",16,"3",16,347479,1,1
"y2_d071_XFE_RZQ",16,"3",16,347879,10,4
"y2_d071_XFE_RZQ",16,"3",16,347979,0,5
"y2_d071_XFE_RZQ",17,"3",17,371129,1,1
"y2_d071_XFE_RZQ",17,"3",17,371529,10,4
"y2_d071_XFE_RZQ",17,"3",17,371679,0,5
"y2_d071_XFE_RZQ",18,"3",18,399529,1,1
"y2_d071_XFE_RZQ",18,"3",18,399929,10,4
"y2_d071_XFE_RZQ",18,"3",18,400029,255,16
"y2_d071_XFE_RZQ",18,"3",18,401079,255,16
"y2_d071_XFE_RZQ",18,"3",18,401729,3,2
"y2_d071_XFE_RZQ",18,"3",18,404129,0,5
"y2_d071_XFE_RZQ",19,"4",19,542579,1,1
"y2_d071_XFE_RZQ",19,"4",19,543029,10,4
"y2_d071_XFE_RZQ",19,"4",19,547079,7,2
"y2_d071_XFE_RZQ",19,"4",19,547279,0,5
"y2_d071_XFE_RZQ",20,"5",20,570979,1,1
"y2_d071_XFE_RZQ",20,"5",20,571429,2,2
"y2_d071_XFE_RZQ",20,"5",20,571429,0,5
"y2_d071_XFE_RZQ",21,"5",21,584029,1,1
"y2_d071_XFE_RZQ",21,"5",21,584429,10,4
"y2_d071_XFE_RZQ",21,"5",21,584929,255,16
"y2_d071_XFE_RZQ",21,"5",21,585379,255,16
"y2_d071_XFE_RZQ",21,"5",21,585779,6,9
"y2_d071_XFE_RZQ",21,"5",21,585879,255,16
"y2_d071_XFE_RZQ",21,"5",21,586179,255,16
"y2_d071_XFE_RZQ",21,"5",21,586529,255,16
"y2_d071_XFE_RZQ",21,"5",21,586879,255,16
"y2_d071_XFE_RZQ",21,"5",21,588479,8,2
"y2_d071_XFE_RZQ",21,"5",21,590429,8,3
"y2_d071_XFE_RZQ",21,"5",21,592329,6,2
"y2_d071_XFE_RZQ",21,"5",21,592579,0,5
"y2_d071_XFE_RZQ",22,"6",22,624729,1,1
"y2_d071_XFE_RZQ",22,"6",22,625179,2,2
"y2_d071_XFE_RZQ",22,"6",22,625179,0,5
"y2_d071_XFE_RZQ",23,"6",23,641879,1,1
"y2_d071_XFE_RZQ",23,"6",23,642379,10,4
"y2_d071_XFE_RZQ",23,"6",23,643179,255,16
"y2_d071_XFE_RZQ",23,"6",23,643729,255,16
"y2_d071_XFE_RZQ",23,"6",23,644129,255,16
"y2_d071_XFE_RZQ",23,"6",23,644479,255,16
"y2_d071_XFE_RZQ",23,"6",23,647029,8,2
"y2_d071_XFE_RZQ",23,"6",23,650179,8,3
