"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"y1_d081_FBP_QEA",1,"1",1,4269,1,1
"y1_d081_FBP_QEA",1,"1",1,4769,2,2
"y1_d081_FBP_QEA",1,"1",1,4769,0,5
"y1_d081_FBP_QEA",2,"1",2,15419,1,1
"y1_d081_FBP_QEA",2,"1",2,15869,2,2
"y1_d081_FBP_QEA",2,"1",2,15869,0,5
"y1_d081_FBP_QEA",3,"1",3,27519,1,1
"y1_d081_FBP_QEA",3,"1",3,27969,2,2
"y1_d081_FBP_QEA",3,"1",3,27969,0,5
"y1_d081_FBP_QEA",4,"1",4,40169,1,1
"y1_d081_FBP_QEA",4,"1",4,40569,10,4
"y1_d081_FBP_QEA",4,"1",4,43769,255,16
"y1_d081_FBP_QEA",4,"1",4,44719,255,10
"y1_d081_FBP_QEA",4,"1",4,46919,0,5
"y1_d081_FBP_QEA",5,"2",5,88069,1,1
"y1_d081_FBP_QEA",5,"2",5,88519,2,2
"y1_d081_FBP_QEA",5,"2",5,88519,0,5
"y1_d081_FBP_QEA",6,"2",6,110769,1,1
"y1_d081_FBP_QEA",6,"2",6,111269,2,2
"y1_d081_FBP_QEA",6,"2",6,111269,0,5
"y1_d081_FBP_QEA",7,"2",7,133019,1,1
"y1_d081_FBP_QEA",7,"2",7,133469,10,4
"y1_d081_FBP_QEA",7,"2",7,133869,0,5
"y1_d081_FBP_QEA",8,"2",8,160769,1,1
"y1_d081_FBP_QEA",8,"2",8,161319,2,2
"y1_d081_FBP_QEA",8,"2",8,161319,0,5
"y1_d081_FBP_QEA",9,"2",9,183469,1,1
"y1_d081_FBP_QEA",9,"2",9,183919,2,2
"y1_d081_FBP_QEA",9,"2",9,183919,0,5
"y1_d081_FBP_QEA",10,"2",10,210769,1,1
"y1_d081_FBP_QEA",10,"2",10,211169,10,4
"y1_d081_FBP_QEA",10,"2",10,211919,0,5
"y1_d081_FBP_QEA",11,"2",11,257269,1,1
"y1_d081_FBP_QEA",11,"2",11,257719,10,4
"y1_d081_FBP_QEA",11,"2",11,258569,0,5
"y1_d081_FBP_QEA",12,"2",12,287169,1,1
"y1_d081_FBP_QEA",12,"2",12,287719,2,2
"y1_d081_FBP_QEA",12,"2",12,287719,0,5
"y1_d081_FBP_QEA",13,"3",13,326669,1,1
"y1_d081_FBP_QEA",13,"3",13,327169,2,2
"y1_d081_FBP_QEA",13,"3",13,327169,0,5
"y1_d081_FBP_QEA",14,"3",14,350319,1,1
"y1_d081_FBP_QEA",14,"3",14,350719,10,4
"y1_d081_FBP_QEA",14,"3",14,351319,0,5
"y1_d081_FBP_QEA",15,"3",15,378619,1,1
"y1_d081_FBP_QEA",15,"3",15,379069,10,4
"y1_d081_FBP_QEA",15,"3",15,379469,0,5
"y1_d081_FBP_QEA",16,"\N",16,404369,1,6
"y1_d081_FBP_QEA",16,"\N",16,404919,6,2
"y1_d081_FBP_QEA",16,"\N",16,404919,0,5
"y1_d081_FBP_QEA",17,"3",17,431969,1,1
"y1_d081_FBP_QEA",17,"3",17,432469,2,2
"y1_d081_FBP_QEA",17,"3",17,432469,0,5
"y1_d081_FBP_QEA",18,"4",18,468319,1,1
"y1_d081_FBP_QEA",18,"4",18,468819,2,2
"y1_d081_FBP_QEA",18,"4",18,468819,0,5
"y1_d081_FBP_QEA",19,"4",19,489269,1,1
"y1_d081_FBP_QEA",19,"4",19,489819,2,2
"y1_d081_FBP_QEA",19,"4",19,489819,0,5
"y1_d081_FBP_QEA",20,"4",20,512569,1,1
"y1_d081_FBP_QEA",20,"4",20,513019,2,9
"y1_d081_FBP_QEA",20,"4",20,515369,2,2
"y1_d081_FBP_QEA",20,"4",20,518069,0,5
"y1_d081_FBP_QEA",21,"4",21,548319,1,1
