game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
y1_d019_OXG_QEA,1,1,1,25607,1,1
y1_d019_OXG_QEA,1,1,1,26102,2,2
y1_d019_OXG_QEA,1,1,1,26102,0,5
y1_d019_OXG_QEA,2,1,2,37487,1,1
y1_d019_OXG_QEA,2,1,2,37883,10,4
y1_d019_OXG_QEA,2,1,2,38807,255,16
y1_d019_OXG_QEA,2,1,2,39335,255,16
y1_d019_OXG_QEA,2,1,2,39665,255,16
y1_d019_OXG_QEA,2,1,2,40061,255,16
y1_d019_OXG_QEA,2,1,2,40160,1,2
y1_d019_OXG_QEA,2,1,2,40919,1,3
y1_d019_OXG_QEA,2,1,2,41480,255,16
y1_d019_OXG_QEA,2,1,2,42074,255,16
y1_d019_OXG_QEA,2,1,2,42470,255,16
y1_d019_OXG_QEA,2,1,2,44120,255,10
y1_d019_OXG_QEA,2,1,2,46793,9,2
y1_d019_OXG_QEA,2,1,2,47717,9,3
y1_d019_OXG_QEA,2,1,2,49235,255,16
y1_d019_OXG_QEA,2,1,2,49664,255,16
y1_d019_OXG_QEA,2,1,2,49796,6,2
y1_d019_OXG_QEA,2,1,2,50621,0,5
y1_d019_OXG_QEA,3,2,3,85205,1,1
y1_d019_OXG_QEA,3,2,3,85700,2,2
y1_d019_OXG_QEA,3,2,3,85700,0,5
y1_d019_OXG_QEA,4,2,4,100154,1,1
y1_d019_OXG_QEA,4,2,4,100583,10,4
y1_d019_OXG_QEA,4,2,4,100880,0,5
y1_d019_OXG_QEA,5,2,5,119855,1,1
y1_d019_OXG_QEA,5,2,5,120317,10,4
y1_d019_OXG_QEA,5,2,5,120482,0,5
y1_d019_OXG_QEA,6,2,6,155957,1,1
y1_d019_OXG_QEA,6,2,6,156452,2,2
y1_d019_OXG_QEA,6,2,6,156452,0,5
y1_d019_OXG_QEA,7,2,7,179024,1,1
y1_d019_OXG_QEA,7,2,7,179453,10,4
y1_d019_OXG_QEA,7,2,7,183974,255,10
y1_d019_OXG_QEA,7,2,7,184205,255,16
y1_d019_OXG_QEA,7,2,7,185327,255,16
y1_d019_OXG_QEA,7,2,7,186581,8,2
y1_d019_OXG_QEA,7,2,7,187670,8,3
y1_d019_OXG_QEA,7,2,7,189914,255,16
y1_d019_OXG_QEA,7,2,7,190475,5,2
y1_d019_OXG_QEA,7,2,7,190904,0,5
y1_d019_OXG_QEA,8,3,8,219779,1,1
y1_d019_OXG_QEA,8,3,8,220241,2,2
y1_d019_OXG_QEA,8,3,8,220241,0,5
y1_d019_OXG_QEA,9,3,9,235850,1,1
y1_d019_OXG_QEA,9,3,9,236279,10,4
y1_d019_OXG_QEA,9,3,9,237071,0,5
y1_d019_OXG_QEA,10,3,10,257960,1,1
y1_d019_OXG_QEA,10,3,10,258422,10,4
y1_d019_OXG_QEA,10,3,10,258455,255,16
y1_d019_OXG_QEA,10,3,10,259148,255,16
y1_d019_OXG_QEA,10,3,10,259577,255,16
y1_d019_OXG_QEA,10,3,10,259907,255,16
y1_d019_OXG_QEA,10,3,10,260204,255,16
y1_d019_OXG_QEA,10,3,10,260567,255,16
y1_d019_OXG_QEA,10,3,10,260699,4,2
y1_d019_OXG_QEA,10,3,10,261755,4,3
y1_d019_OXG_QEA,10,3,10,262448,3,2
y1_d019_OXG_QEA,10,3,10,262811,0,5
y1_d019_OXG_QEA,11,4,11,296372,1,1
y1_d019_OXG_QEA,11,4,11,296834,2,2
y1_d019_OXG_QEA,11,4,11,296834,0,5
y1_d019_OXG_QEA,12,4,12,315413,1,1
y1_d019_OXG_QEA,12,4,12,315941,2,2
y1_d019_OXG_QEA,12,4,12,315941,0,5
y1_d019_OXG_QEA,13,4,13,336236,1,1
y1_d019_OXG_QEA,13,4,13,336797,2,2
y1_d019_OXG_QEA,13,4,13,336797,0,5
y1_d019_OXG_QEA,14,4,14,357488,1,1
y1_d019_OXG_QEA,14,4,14,357950,10,4
y1_d019_OXG_QEA,14,4,14,358148,0,5
y1_d019_OXG_QEA,15,4,15,426194,1,1
y1_d019_OXG_QEA,15,4,15,426656,10,4
y1_d019_OXG_QEA,15,4,15,431804,9,2
y1_d019_OXG_QEA,15,4,15,438734,0,5
y1_d019_OXG_QEA,16,5,16,463517,1,1
y1_d019_OXG_QEA,16,5,16,463979,2,2
y1_d019_OXG_QEA,16,5,16,463979,0,5
y1_d019_OXG_QEA,17,5,17,478169,1,1
y1_d019_OXG_QEA,17,5,17,478664,2,2
y1_d019_OXG_QEA,17,5,17,478664,0,5
y1_d019_OXG_QEA,18,5,18,493481,1,1
y1_d019_OXG_QEA,18,5,18,493943,10,4
y1_d019_OXG_QEA,18,5,18,494108,0,5
y1_d019_OXG_QEA,19,5,19,519089,1,1
y1_d019_OXG_QEA,19,5,19,519551,2,2
y1_d019_OXG_QEA,19,5,19,519551,0,5
y1_d019_OXG_QEA,20,5,20,536315,1,1
y1_d019_OXG_QEA,20,5,20,536810,2,2
y1_d019_OXG_QEA,20,5,20,536810,0,5
y1_d019_OXG_QEA,21,6,21,702074,1,1
y1_d019_OXG_QEA,21,6,21,702536,2,2
y1_d019_OXG_QEA,21,6,21,702536,0,5
y1_d019_OXG_QEA,22,6,22,714779,1,1
y1_d019_OXG_QEA,22,6,22,715208,10,4
y1_d019_OXG_QEA,22,6,22,719300,8,2
y1_d019_OXG_QEA,22,6,22,721973,8,3
y1_d019_OXG_QEA,22,6,22,723128,255,16
y1_d019_OXG_QEA,22,6,22,723260,6,2
y1_d019_OXG_QEA,22,6,22,723722,0,5
y1_d019_OXG_QEA,23,7,23,756822,1,1
y1_d019_OXG_QEA,23,7,23,757284,2,2
y1_d019_OXG_QEA,23,7,23,757284,0,5
y1_d019_OXG_QEA,24,7,24,774576,1,1
y1_d019_OXG_QEA,24,7,24,775038,2,2
y1_d019_OXG_QEA,24,7,24,775038,0,5
y1_d019_OXG_QEA,25,7,25,792099,1,1
y1_d019_OXG_QEA,25,7,25,792561,2,2
y1_d019_OXG_QEA,25,7,25,792561,0,5
y1_d019_OXG_QEA,26,7,26,809556,1,1
y1_d019_OXG_QEA,26,7,26,810018,10,4
y1_d019_OXG_QEA,26,7,26,810183,0,5
y1_d019_OXG_QEA,27,7,27,833250,1,1
y1_d019_OXG_QEA,27,7,27,833778,2,2
y1_d019_OXG_QEA,27,7,27,833778,0,5
y1_d019_OXG_QEA,28,7,28,856119,1,1
y1_d019_OXG_QEA,28,7,28,856581,2,2
y1_d019_OXG_QEA,28,7,28,856581,0,5
y1_d019_OXG_QEA,29,8,29,890604,1,1
y1_d019_OXG_QEA,29,8,29,891066,2,2
y1_d019_OXG_QEA,29,8,29,891066,0,5
y1_d019_OXG_QEA,30,8,30,907467,1,1
y1_d019_OXG_QEA,30,8,30,907929,2,2
y1_d019_OXG_QEA,30,8,30,907929,0,5
y1_d019_OXG_QEA,31,8,31,924990,1,1
y1_d019_OXG_QEA,31,8,31,925386,10,4
y1_d019_OXG_QEA,31,8,31,926541,0,5
y1_d019_OXG_QEA,32,8,32,946077,1,1
y1_d019_OXG_QEA,32,8,32,946572,2,2
y1_d019_OXG_QEA,32,8,32,946572,0,5
y1_d019_OXG_QEA,33,8,33,967593,1,1
y1_d019_OXG_QEA,33,8,33,968055,2,2
y1_d019_OXG_QEA,33,8,33,968055,0,5
y1_d019_OXG_QEA,34,8,34,984852,1,1
y1_d019_OXG_QEA,34,8,34,985347,10,4
y1_d019_OXG_QEA,34,8,34,985512,0,5
y1_d019_OXG_QEA,35,8,35,1007952,1,1
y1_d019_OXG_QEA,35,8,35,1008480,2,2
y1_d019_OXG_QEA,35,8,35,1008480,0,5
y1_d019_OXG_QEA,36,9,36,1147839,1,1
y1_d019_OXG_QEA,36,9,36,1148301,2,2
y1_d019_OXG_QEA,36,9,36,1148301,0,5
y1_d019_OXG_QEA,37,9,37,1159851,1,1
y1_d019_OXG_QEA,37,9,37,1160280,2,2
y1_d019_OXG_QEA,37,9,37,1160280,0,5
y1_d019_OXG_QEA,38,9,38,1172589,1,1
y1_d019_OXG_QEA,38,9,38,1173051,2,2
y1_d019_OXG_QEA,38,9,38,1173051,0,5
y1_d019_OXG_QEA,39,9,39,1184304,1,1
y1_d019_OXG_QEA,39,9,39,1184832,2,2
y1_d019_OXG_QEA,39,9,39,1184832,0,5
y1_d019_OXG_QEA,40,9,40,1197009,1,1
y1_d019_OXG_QEA,40,9,40,1197438,10,4
y1_d019_OXG_QEA,40,9,40,1197504,0,5
y1_d019_OXG_QEA,41,9,41,1215786,1,1
y1_d019_OXG_QEA,41,9,41,1216215,10,4
y1_d019_OXG_QEA,41,9,41,1216347,0,5
y1_d019_OXG_QEA,42,9,42,1237533,1,1
y1_d019_OXG_QEA,42,9,42,1237929,10,4
y1_d019_OXG_QEA,42,9,42,1237995,0,5
y1_d019_OXG_QEA,43,9,43,1253835,1,1
y1_d019_OXG_QEA,43,9,43,1254297,10,4
y1_d019_OXG_QEA,43,9,43,1254363,0,5
y1_d019_OXG_QEA,44,9,44,1272480,1,1
y1_d019_OXG_QEA,44,9,44,1272876,10,4
y1_d019_OXG_QEA,44,9,44,1273074,0,5
y1_d019_OXG_QEA,45,9,45,1291257,1,1
y1_d019_OXG_QEA,45,9,45,1291785,2,2
y1_d019_OXG_QEA,45,9,45,1291785,0,5
y1_d019_OXG_QEA,46,10,46,1322244,1,1
y1_d019_OXG_QEA,46,10,46,1322739,2,2
y1_d019_OXG_QEA,46,10,46,1322739,0,5
y1_d019_OXG_QEA,47,10,47,1341087,1,1
y1_d019_OXG_QEA,47,10,47,1341549,2,2
y1_d019_OXG_QEA,47,10,47,1341549,0,5
y1_d019_OXG_QEA,48,10,48,1355574,1,1
y1_d019_OXG_QEA,48,10,48,1356036,10,4
y1_d019_OXG_QEA,48,10,48,1360458,7,2
y1_d019_OXG_QEA,48,10,48,1362141,7,3
y1_d019_OXG_QEA,48,10,48,1363461,6,2
y1_d019_OXG_QEA,48,10,48,1364385,0,5
y1_d019_OXG_QEA,49,11,49,1391445,1,1
y1_d019_OXG_QEA,49,11,49,1391907,2,2
y1_d019_OXG_QEA,49,11,49,1391907,0,5
y1_d019_OXG_QEA,50,11,50,1410717,1,1
y1_d019_OXG_QEA,50,11,50,1411179,2,2
y1_d019_OXG_QEA,50,11,50,1411179,0,5
y1_d019_OXG_QEA,51,11,51,1424577,1,1
y1_d019_OXG_QEA,51,11,51,1425072,2,2
y1_d019_OXG_QEA,51,11,51,1425072,0,5
y1_d019_OXG_QEA,52,11,52,1441935,1,1
y1_d019_OXG_QEA,52,11,52,1442397,2,2
y1_d019_OXG_QEA,52,11,52,1442397,0,5
y1_d019_OXG_QEA,53,11,53,1461075,1,1
y1_d019_OXG_QEA,53,11,53,1461570,2,2
y1_d019_OXG_QEA,53,11,53,1461570,0,5
y1_d019_OXG_QEA,54,11,54,1478070,1,1
y1_d019_OXG_QEA,54,11,54,1478532,2,2
y1_d019_OXG_QEA,54,11,54,1478532,0,5
y1_d019_OXG_QEA,55,12,55,1616505,1,1
y1_d019_OXG_QEA,55,12,55,1616934,10,4
y1_d019_OXG_QEA,55,12,55,1617033,0,5
y1_d019_OXG_QEA,56,12,56,1649637,1,1
y1_d019_OXG_QEA,56,12,56,1650099,2,2
y1_d019_OXG_QEA,56,12,56,1650099,0,5
y1_d019_OXG_QEA,57,12,57,1664520,1,1
y1_d019_OXG_QEA,57,12,57,1665015,2,2
y1_d019_OXG_QEA,57,12,57,1665015,0,5
y1_d019_OXG_QEA,58,12,58,1679535,1,1
y1_d019_OXG_QEA,58,12,58,1679997,2,2
y1_d019_OXG_QEA,58,12,58,1679997,0,5
y1_d019_OXG_QEA,59,12,59,1694088,1,1
y1_d019_OXG_QEA,59,12,59,1694517,10,4
y1_d019_OXG_QEA,59,12,59,1694814,0,5
y1_d019_OXG_QEA,60,12,60,1719234,1,1
y1_d019_OXG_QEA,60,12,60,1719729,2,2
y1_d019_OXG_QEA,60,12,60,1719729,0,5
y1_d019_OXG_QEA,61,13,61,1766524,1,1
y1_d019_OXG_QEA,61,13,61,1767052,2,2
y1_d019_OXG_QEA,61,13,61,1767052,0,5
y1_d019_OXG_QEA,62,13,62,1780747,1,1
y1_d019_OXG_QEA,62,13,62,1781242,2,2
y1_d019_OXG_QEA,62,13,62,1781242,0,5
y1_d019_OXG_QEA,63,13,63,1795630,1,1
y1_d019_OXG_QEA,63,13,63,1796026,10,4
y1_d019_OXG_QEA,63,13,63,1800580,255,11
y1_d019_OXG_QEA,63,13,63,1800943,0,5
y1_d019_OXG_QEA,64,14,64,1841269,1,1
y1_d019_OXG_QEA,64,14,64,1841797,2,2
y1_d019_OXG_QEA,64,14,64,1841797,0,5
y1_d019_OXG_QEA,65,14,65,1853908,1,1
y1_d019_OXG_QEA,65,14,65,1854370,10,4
y1_d019_OXG_QEA,65,14,65,1854568,0,5
y1_d019_OXG_QEA,66,14,66,1901230,1,1
y1_d019_OXG_QEA,66,14,66,1901692,2,2
y1_d019_OXG_QEA,66,14,66,1901692,0,5
y1_d019_OXG_QEA,67,14,67,1916971,1,1
y1_d019_OXG_QEA,67,14,67,1917565,2,2
y1_d019_OXG_QEA,67,14,67,1917565,0,5
y1_d019_OXG_QEA,68,14,68,1936012,1,1
y1_d019_OXG_QEA,68,14,68,1936540,2,2
y1_d019_OXG_QEA,68,14,68,1936540,0,5
y1_d019_OXG_QEA,69,14,69,1954987,1,1
y1_d019_OXG_QEA,69,14,69,1955515,10,4
y1_d019_OXG_QEA,69,14,69,1955647,0,5
y1_d019_OXG_QEA,70,14,70,1978450,1,1
y1_d019_OXG_QEA,70,14,70,1978912,2,2
y1_d019_OXG_QEA,70,14,70,1978912,0,5
y1_d019_OXG_QEA,71,15,71,2008183,1,1
y1_d019_OXG_QEA,71,15,71,2008579,10,4
y1_d019_OXG_QEA,71,15,71,2009371,255,16
y1_d019_OXG_QEA,71,15,71,2009800,255,16
y1_d019_OXG_QEA,71,15,71,2010163,255,16
y1_d019_OXG_QEA,71,15,71,2010625,6,2
y1_d019_OXG_QEA,71,15,71,2011780,6,3
y1_d019_OXG_QEA,71,15,71,2013067,3,2
y1_d019_OXG_QEA,71,15,71,2013463,0,5
y1_d019_OXG_QEA,72,16,72,2155363,1,1
y1_d019_OXG_QEA,72,16,72,2155825,2,2
y1_d019_OXG_QEA,72,16,72,2155825,0,5
y1_d019_OXG_QEA,73,16,73,2165362,1,1
y1_d019_OXG_QEA,73,16,73,2165857,2,2
y1_d019_OXG_QEA,73,16,73,2165857,0,5
y1_d019_OXG_QEA,74,16,74,2178199,1,1
y1_d019_OXG_QEA,74,16,74,2178628,10,4
y1_d019_OXG_QEA,74,16,74,2178661,255,16
y1_d019_OXG_QEA,74,16,74,2179948,255,16
y1_d019_OXG_QEA,74,16,74,2180608,255,16
