"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"y2_d065_HKR_RZQ",1,"1",1,14971,1,1
"y2_d065_HKR_RZQ",1,"1",1,15421,2,2
"y2_d065_HKR_RZQ",1,"1",1,15421,0,5
"y2_d065_HKR_RZQ",2,"1",2,30521,1,1
"y2_d065_HKR_RZQ",2,"1",2,30971,2,2
"y2_d065_HKR_RZQ",2,"1",2,30971,0,5
"y2_d065_HKR_RZQ",3,"1",3,51171,1,1
"y2_d065_HKR_RZQ",3,"1",3,51771,2,2
"y2_d065_HKR_RZQ",3,"1",3,51771,0,5
"y2_d065_HKR_RZQ",4,"1",4,66971,1,1
"y2_d065_HKR_RZQ",4,"1",4,67521,2,2
"y2_d065_HKR_RZQ",4,"1",4,67521,0,5
"y2_d065_HKR_RZQ",5,"1",5,85221,1,1
"y2_d065_HKR_RZQ",5,"1",5,85621,10,4
"y2_d065_HKR_RZQ",5,"1",5,86121,255,16
"y2_d065_HKR_RZQ",5,"1",5,87071,255,16
"y2_d065_HKR_RZQ",5,"1",5,87721,255,16
"y2_d065_HKR_RZQ",5,"1",5,88221,255,16
"y2_d065_HKR_RZQ",5,"1",5,88671,255,16
"y2_d065_HKR_RZQ",5,"1",5,89071,255,16
"y2_d065_HKR_RZQ",5,"1",5,89471,255,16
"y2_d065_HKR_RZQ",5,"1",5,89821,255,16
"y2_d065_HKR_RZQ",5,"1",5,90271,8,2
"y2_d065_HKR_RZQ",5,"1",5,91971,8,3
"y2_d065_HKR_RZQ",5,"1",5,93221,4,2
"y2_d065_HKR_RZQ",5,"1",5,93521,0,5
"y2_d065_HKR_RZQ",6,"2",6,126871,1,1
"y2_d065_HKR_RZQ",6,"2",6,127371,2,2
"y2_d065_HKR_RZQ",6,"2",6,127371,0,5
"y2_d065_HKR_RZQ",7,"2",7,146621,1,1
"y2_d065_HKR_RZQ",7,"2",7,147071,10,4
"y2_d065_HKR_RZQ",7,"2",7,148521,255,16
"y2_d065_HKR_RZQ",7,"2",7,149071,255,16
"y2_d065_HKR_RZQ",7,"2",7,149471,255,16
"y2_d065_HKR_RZQ",7,"2",7,149821,255,16
"y2_d065_HKR_RZQ",7,"2",7,150071,255,16
"y2_d065_HKR_RZQ",7,"2",7,150721,8,2
"y2_d065_HKR_RZQ",7,"2",7,151971,8,3
"y2_d065_HKR_RZQ",7,"2",7,153671,6,2
"y2_d065_HKR_RZQ",7,"2",7,153921,0,5
"y2_d065_HKR_RZQ",8,"3",8,191671,1,1
"y2_d065_HKR_RZQ",8,"3",8,192171,2,2
"y2_d065_HKR_RZQ",8,"3",8,192171,0,5
"y2_d065_HKR_RZQ",9,"3",9,214021,1,1
"y2_d065_HKR_RZQ",9,"3",9,214521,2,2
"y2_d065_HKR_RZQ",9,"3",9,214521,0,5
"y2_d065_HKR_RZQ",10,"3",10,242321,1,1
"y2_d065_HKR_RZQ",10,"3",10,242771,10,4
"y2_d065_HKR_RZQ",10,"3",10,242821,0,5
"y2_d065_HKR_RZQ",11,"3",11,277871,1,1
"y2_d065_HKR_RZQ",11,"3",11,278371,2,2
"y2_d065_HKR_RZQ",11,"3",11,278371,0,5
"y2_d065_HKR_RZQ",12,"3",12,302521,1,1
"y2_d065_HKR_RZQ",12,"3",12,303071,2,2
"y2_d065_HKR_RZQ",12,"3",12,303071,0,5
"y2_d065_HKR_RZQ",13,"4",13,343271,1,1
"y2_d065_HKR_RZQ",13,"4",13,343771,2,2
"y2_d065_HKR_RZQ",13,"4",13,343771,0,5
"y2_d065_HKR_RZQ",14,"4",14,363971,1,1
"y2_d065_HKR_RZQ",14,"4",14,364471,2,2
"y2_d065_HKR_RZQ",14,"4",14,364471,0,5
"y2_d065_HKR_RZQ",15,"4",15,384921,1,1
"y2_d065_HKR_RZQ",15,"4",15,385421,2,2
"y2_d065_HKR_RZQ",15,"4",15,385421,0,5
"y2_d065_HKR_RZQ",16,"4",16,406071,1,1
"y2_d065_HKR_RZQ",16,"4",16,406621,2,2
"y2_d065_HKR_RZQ",16,"4",16,406621,0,5
"y2_d065_HKR_RZQ",17,"5",17,442471,1,1
"y2_d065_HKR_RZQ",17,"5",17,442971,2,2
"y2_d065_HKR_RZQ",17,"5",17,442971,0,5
"y2_d065_HKR_RZQ",18,"5",18,462871,1,1
"y2_d065_HKR_RZQ",18,"5",18,463321,10,4
"y2_d065_HKR_RZQ",18,"5",18,463371,255,16
"y2_d065_HKR_RZQ",18,"5",18,465271,255,16
"y2_d065_HKR_RZQ",18,"5",18,465921,255,16
"y2_d065_HKR_RZQ",18,"5",18,466121,5,2
"y2_d065_HKR_RZQ",18,"5",18,466771,5,3
"y2_d065_HKR_RZQ",18,"5",18,467721,3,2
"y2_d065_HKR_RZQ",18,"5",18,467971,0,5
"y2_d065_HKR_RZQ",19,"6",19,622671,1,1
"y2_d065_HKR_RZQ",19,"6",19,623121,2,2
"y2_d065_HKR_RZQ",19,"6",19,623121,0,5
"y2_d065_HKR_RZQ",20,"6",20,636021,1,1
"y2_d065_HKR_RZQ",20,"6",20,636571,2,2
"y2_d065_HKR_RZQ",20,"6",20,636571,0,5
"y2_d065_HKR_RZQ",21,"6",21,651371,1,1
"y2_d065_HKR_RZQ",21,"6",21,651771,10,4
"y2_d065_HKR_RZQ",21,"6",21,651821,255,16
"y2_d065_HKR_RZQ",21,"6",21,652971,255,16
"y2_d065_HKR_RZQ",21,"6",21,653121,3,9
"y2_d065_HKR_RZQ",21,"6",21,654071,255,16
"y2_d065_HKR_RZQ",21,"6",21,654721,255,16
"y2_d065_HKR_RZQ",21,"6",21,655021,255,16
"y2_d065_HKR_RZQ",21,"6",21,655271,255,16
"y2_d065_HKR_RZQ",21,"6",21,657571,9,2
"y2_d065_HKR_RZQ",21,"6",21,658271,9,3
"y2_d065_HKR_RZQ",21,"6",21,659571,6,2
"y2_d065_HKR_RZQ",21,"6",21,659821,0,5
"y2_d065_HKR_RZQ",22,"7",22,702321,1,1
"y2_d065_HKR_RZQ",22,"7",22,702821,2,2
"y2_d065_HKR_RZQ",22,"7",22,702821,0,5
"y2_d065_HKR_RZQ",23,"7",23,722871,1,1
"y2_d065_HKR_RZQ",23,"7",23,723421,2,2
"y2_d065_HKR_RZQ",23,"7",23,723421,0,5
"y2_d065_HKR_RZQ",24,"7",24,742421,1,1
"y2_d065_HKR_RZQ",24,"7",24,742871,10,4
"y2_d065_HKR_RZQ",24,"7",24,742971,255,16
"y2_d065_HKR_RZQ",24,"7",24,744271,5,2
"y2_d065_HKR_RZQ",24,"7",24,745871,5,3
"y2_d065_HKR_RZQ",24,"7",24,746971,3,2
"y2_d065_HKR_RZQ",24,"7",24,747171,0,5
"y2_d065_HKR_RZQ",25,"8",25,781621,1,1
"y2_d065_HKR_RZQ",25,"8",25,782171,2,2
"y2_d065_HKR_RZQ",25,"8",25,782171,0,5
"y2_d065_HKR_RZQ",26,"8",26,802321,1,1
"y2_d065_HKR_RZQ",26,"8",26,802771,10,4
